prod_nm,menu1_nm,menu3_nm
자몽차(HOT),음료류,자몽차
레몬차(HOT),음료류,레몬차
오미자(HOT),음료류,오미자
핫쵸코(HOT),음료류,핫초코
녹차라떼(HOT),음료류,녹차라떼
곡물라떼(HOT),음료류,라떼
아이스티(ICE),음료류,아이스티
자몽에이드(ICE),음료류,자몽에이드
레몬에이드(ICE),음료류,레몬에이드
청포도에이드(ICE),음료류,청포도에이드
아이스쵸코(ICE),음료류,
아이스녹차라떼(ICE),음료류,
제육볶음(대/예약),한식,제육볶음
제육볶음(중/예약),한식,제육볶음
아귀탕(대/예약),한식,
아귀탕(중/예약),한식,
아귀찜(대/예약),한식,아귀찜
아귀찜(중/예약),한식,
조기매운탕(대/예약),한식,
조기매운탕(중/예약),한식,
닭볶음탕(대/예약),한식,
닭볶음탕(중/예약),한식,
닭백숙(예약),한식,닭백숙
솥밥,한식,솥밥
에스프레소(Hot),음료류,에스프레소
아메리카노(Hot),음료류,아메리카노
아메리카노(Ice),음료류,아메리카노
카페라떼(Hot),음료류,카페라떼
카페라떼(Ice),음료류,카페라떼
카페모카(Hot),음료류,카페모카
카페모카(Ice),음료류,카페모카
바닐라라떼(Hot),음료류,바닐라라떼
바닐라라떼(Ice),음료류,바닐라라떼
카라멜마끼야또(Hot),음료류,카라멜마끼아또
카라멜마끼야또(Ice),음료류,카라멜마끼아또
핫초코라떼(Hot),음료류,초코라떼
핫초코라떼(Ice),음료류,초코라떼
오곡라떼(Hot),음료류,오곡라떼
오곡라떼(Ice),음료류,오곡라떼
고구마라떼(Hot),음료류,고구마라떼
고구마라떼(Ice),음료류,고구마라떼
녹차라떼(Hot),음료류,녹차라떼
녹차라떼(Ice),음료류,녹차라떼
과일주스(딸기),음료류,과일주스
과일주스(키위),음료류,과일주스
과일주스(토마토),음료류,과일주스
과일주스(자몽),음료류,과일주스
과일스무디(망고),음료류,스무디
과일스무디(키위),음료류,스무디
과일스무디(딸기),음료류,스무디
과일스무디(블루베리),음료류,스무디
플레인요거트스무디,음료류,요거트스무디
에이드(자몽),음료류,에이드
에이드(레몬),음료류,에이드
복숭아아이스티,음료류,복숭아아이스티
건강차(생강),기타,
건강차(대추),기타,
건강차(페파민트),기타,
과일차(자몽),기타,과일차
과일차(유자),기타,과일차
과일차(레몬),기타,과일차
샌드위치+아메리카노set,음료류,아메리카노
샌드위치+라떼set,음료류,샌드위치
샌드위치+주스or스무디set,음료류,샌드위치
샌드위치속재료추가,제과류,샌드위치
아보카도바나나주스,음료류,주스
아로니아주스,음료류,주스
아포카토,기타,
팥빙수,음료류,팥빙수
샌드위치,제과류,샌드위치
생연어회,한식,연어
생연어초밥(8ps),일식,초밥
생연어초밥(12ps),일식,초밥
생연어회덮밥,한식,회덮밥
생연어샐러드,양식,샐러드
연어스테이크,일식,스테이크
생연어튀김,한식,튀김
연어모둠구이,한식,구이
어묵탕,기타,어묵탕
어묵탕_우동사리추가,일식,우동사리
먹태,기타,먹태
우동,일식,우동
새우튀김(볼),한식,새우튀김
치즈스틱(7ps),패스트푸드,치즈스틱
아귀포,기타,
초밥+회덮밥+우동,일식,우동
세트메뉴(회+초밥+샐러드+어묵탕+새우튀김),양식,
소주,음료류,소주
맥주,음료류,맥주
칭따오,기타,맥주
청하,음료류,청하
산사춘,기타,산사춘
음료수(콜라),음료류,음료수
음료수(사이다),음료류,음료수
사케(마루500ml),음료류,술
사케(마루500ml),음료류,술
아메리카노(R),음료류,아메리카노
아메리카노(L),음료류,아메리카노
아메리카노(XL),음료류,아메리카노
카페라떼(R),음료류,카페라떼
카페라떼(L),음료류,카페라떼
카페라떼(XL),음료류,카페라떼
카푸치노(R),음료류,카푸치노
카푸치노(L),음료류,카푸치노
카푸치노(XL),음료류,카푸치노
바닐라라떼(R),음료류,바닐라라떼
바닐라라떼(L),음료류,바닐라라떼
바닐라라떼(XL),음료류,바닐라라떼
카라멜마끼아또(R),음료류,카라멜마끼아또
카라멜마끼아또(L),음료류,카라멜마끼아또
카라멜마끼아또(XL),음료류,카라멜마끼아또
민트모카라떼(R),음료류,모카라떼
민트모카라떼(L),음료류,모카라떼
민트모카라떼(XL),음료류,모카라떼
카페모카(R),음료류,카페모카
카페모카(L),음료류,카페모카
카페모카(XL),음료류,카페모카
카라멜카페모카(R),음료류,카페모카
카라멜카페모카(L),음료류,카페모카
카라멜카페모카(XL),음료류,카페모카
에스프레소(R),음료류,에스프레소
초코라떼(R),음료류,초코라떼
초코라떼(L),음료류,초코라떼
초코라떼(XL),음료류,초코라떼
그린티라떼(R),음료류,녹차라떼
그린티라떼(L),음료류,녹차라떼
그린티라떼(XL),음료류,녹차라떼
밀크티라떼(R),음료류,밀크티라떼
밀크티라떼(L),음료류,밀크티라떼
밀크티라떼(XL),음료류,밀크티라떼
고구마라떼(R),음료류,고구마라떼
고구마라떼(L),음료류,고구마라떼
고구마라떼(XL),음료류,고구마라떼
블랙빈라떼(R),음료류,라떼
블랙빈라떼(L),음료류,
블랙빈라떼(XL),음료류,
홍차(잉글리쉬브렉퍼스트/R),음료류,홍차
홍차(잉글리쉬브렉퍼스트/L),음료류,홍차
홍차(잉글리쉬브렉퍼스트/XL),음료류,홍차
홍차(얼그레이/R),음료류,홍차
홍차(얼그레이/L),음료류,홍차
홍차(얼그레이/XL),음료류,홍차
허브티(캐모마일/R),음료류,허브차
허브티(캐모마일/L),음료류,허브차
허브티(캐모마일/XL),음료류,허브차
허브티(페퍼민트/R),음료류,허브차
허브티(페퍼민트/L),음료류,허브차
허브티(페퍼민트/XL),음료류,허브차
루이보스레몬(R),음료류,레몬
루이보스레몬(L),음료류,레몬
루이보스레몬(XL),음료류,레몬
그린티(R),음료류,녹차
그린티(L),음료류,녹차
그린티(XL),음료류,녹차
과일티(유자/R),음료류,과일차
과일티(유자/L),음료류,과일차
과일티(유자/XL),음료류,과일차
과일티(레몬/R),음료류,과일차
과일티(레몬/L),음료류,과일차
과일티(레몬/XL),음료류,과일차
과일티(자몽/R),음료류,과일차
과일티(자몽/L),음료류,과일차
과일티(자몽/XL),음료류,과일차
과일티(생강차/R),음료류,과일차
과일티(생강차/L),음료류,과일차
과일티(생강차/XL),음료류,과일차
과일티(대추/R),음료류,과일차
과일티(대추/L),음료류,과일차
과일티(대추/XL),음료류,과일차
과일사이더티(애플),음료류,과일
과일사이더티(깔라만시),음료류,과일
과일사이더티(오미자),음료류,과일
아이스티(레몬),음료류,아이스티
아이스티(복숭아),음료류,아이스티
히비스커스,음료류,히비스커스
쿠앤크요프치노(R),음료류,
쿠앤크요프치노(L),음료류,
쿠앤크요프치노(XL),음료류,
모카요프치노(R),음료류,
모카요프치노(L),음료류,
모카요프치노(XL),음료류,
민트초코칩요프치노(R),음료류,민트초코
민트초코칩요프치노(L),음료류,민트초코
민트초코칩요프치노(XL),음료류,민트초코
요거트요프치노(R),음료류,요거트
요거트요프치노(L),음료류,요거트
요거트요프치노(XL),음료류,요거트
사이즈변경,음료류,
치즈프라페(순수/R),음료류,프라페
치즈프라페(순수/L),음료류,프라페
치즈프라페(순수/XL),음료류,프라페
치즈프라페(그린티/R),음료류,프라페
치즈프라페(그린티/L),음료류,프라페
치즈프라페(그린티/XL),음료류,프라페
치즈프라페(고구마/R),음료류,프라페
치즈프라페(고구마/L),음료류,프라페
치즈프라페(고구마/XL),음료류,프라페
치즈프라페(에스프레소/R),음료류,프라페
치즈프라페(에스프레소/L),음료류,프라페
치즈프라페(에스프레소/XL),음료류,프라페
치즈프라페(스트로베리/R),음료류,프라페
치즈프라페(스트로베리/L),음료류,프라페
치즈프라페(스트로베리/XL),음료류,프라페
치즈프라페(블루베리/R),음료류,프라페
치즈프라페(블루베리/L),음료류,프라페
치즈프라페(블루베리/XL),음료류,프라페
순수우유(딸기/R),음료류,우유
순수우유(딸기/L),음료류,우유
순수우유(딸기/XL),음료류,우유
순수우유(딸기바나나/R),음료류,우유
순수우유(딸기바나나/L),음료류,우유
순수우유(딸기바나나/XL),음료류,우유
순수우유(망고바나나/R),음료류,우유
순수우유(망고바나나/L),음료류,우유
순수우유(망고바나나/XL),음료류,우유
스파클링에이드(레몬/R),음료류,에이드
스파클링에이드(레몬/L),음료류,에이드
스파클링에이드(레몬/XL),음료류,에이드
스파클링에이드(자몽/R),음료류,에이드
스파클링에이드(자몽/L),음료류,에이드
스파클링에이드(자몽/XL),음료류,에이드
스파클링에이드(청귤오렌지/R),음료류,에이드
스파클링에이드(청귤오렌지/L),음료류,에이드
스파클링에이드(청귤오렌지/XL),음료류,에이드
생과일주스(계절과일/키위/R),음료류,생과일주스
생과일주스(계절과일/키위/L),음료류,생과일주스
생과일주스(계절과일/키위/XL),음료류,생과일주스
생과일주스(계절과일/딸기/R),음료류,생과일주스
생과일주스(계절과일/딸기/L),음료류,생과일주스
생과일주스(계절과일/딸기/XL),음료류,생과일주스
생과일주스(계절과일/바나나/R),음료류,생과일주스
생과일주스(계절과일/바나나/L),음료류,생과일주스
생과일주스(계절과일/바나나/XL),음료류,생과일주스
메리망고(R),음료류,망고
메리베리(R),음료류,
메리치즈(R),음료류,치즈
메리초코(R),음료류,초코
메리뉴욕(R),음료류,
플레인,음료류,
프루티(스트로베리),음료류,
프루티(망고),음료류,
프루티(블루베리),음료류,
치즈큐브(스트로베리),음료류,치즈
치즈큐브(블루베리),음료류,치즈
요거트쉐크(플레인/R),음료류,요거트
요거트쉐이크(딸기/R),음료류,쉐이크
요거트쉐이크(망고/R),음료류,쉐이크
요거트쉐이크(블루베리/R),음료류,쉐이크
요거트스무디(딸기/R),음료류,요거트스무디
요거트스무디(블루베리/R),음료류,요거트스무디
요거트스무디(복숭아/R),음료류,요거트스무디
요거트스무디(메론/R),음료류,요거트스무디
L사이즈변경,음료류,
스노우빙수(콩고물),음료류,빙수
스노우빙수(더블그린티),음료류,빙수
스노우빙수(트리플초코),음료류,빙수
스노우빙수(딸기&치즈),음료류,빙수
스노우빙수(망고&치즈),음료류,빙수
스노우빙수(트리플치즈),음료류,빙수
팥추가,음료류,
치즈큐브추가,음료류,치즈
삼치구이,한식,구이
메로미소구이,한식,구이
시사모,기타,
관자,기타,관자
금태구이,한식,구이
통우럭구이,한식,구이
병어구이,한식,구이
전어구이,한식,구이
닭다리살,기타,
닭날개,기타,닭날개
닭안심,기타,안심
츠쿠네,기타,
닭모둠,기타,모둠
그룹모둠세트,기타,모둠
방어사시미,일식,사시미
생합술찜,한식,술
마파우동,일식,우동
오뎅한접시,기타,
미소항정살구이,한식,
야끼도리동(닭구이덮밥),일식,
까망베르치즈&바게트,제과류,
토리우동,일식,
애호박,기타,호박
가지,기타,가지
양송이,기타,송이버섯
새송이,기타,송이버섯
꽈리고추,기타,고추
야채모둠,기타,모둠
명란감자,기타,감자
고구마&버터,기타,
아스파라거스,기타,
안동참마,기타,
한우당스페셜세트(450g),기타,
한우당패밀리세트(450g),기타,
한우당실장세트(450g),기타,
한우당커플세트(250g),기타,
한우워터에이징안창살(130g),기타,
한우워터에이징토시살(130g),기타,
한우워터에이징등심(130g),기타,
한우워터에이징안심(130g),기타,
한우워터에이징치마살(130g),기타,
한우워터에이징부채살(130g),기타,
한우워터에이징업진살(130g),기타,
한우워터에이징제비츄리(130g),기타,
한우워터에이징육회(대/180g),한식,
한우워터에이징육회(소/130g),한식,
워터에이징등심+냉면or돌솥밥(120g/1인/2인이상),한식,
워터에이징안심+냉면or돌솥밥(120g/1인/2인이상),한식,
워터에이징특수부위+냉면or돌솥밥(120g/1인/2인이상),한식,
전통소갈비찜(1인/2인이상),한식,
한우불고기+차돌샤브샤브(2인이상),한식,
갈비탕,한식,갈비탕
한우탕,기타,한우
불고기뚝배기+냉면or공기밥,한식,공기밥
뚝배기육회비빔밥,한식,비빔밥
한우당얼큰국밥,한식,국밥
육회비빔밥,한식,비빔밥
차돌된장찌개,한식,차돌된장찌개
미역국,기타,
사골떡국(계절메뉴),기타,떡국
냉면(물냉/계절메뉴),한식,냉면
냉면(비냉/계절메뉴),한식,냉면
소갈비찜(대),한식,갈비찜
소갈비찜(중),한식,갈비찜
소갈비찜(소),한식,갈비찜
워터에이징등심+육회+냉면(1인/120g/2인이상),한식,냉면
워터에이징안심+육회+냉면(1인/120g/2인이상),한식,냉면
워터에이징특수부위+육회+냉면(1인/120g/2인이상),한식,냉면
구워먹는임실치즈(10개),기타,치즈
구워먹는임실치즈(5개),기타,치즈
냉면(물냉/계절메뉴),한식,냉면
냉면(비냉/계절메뉴),한식,냉면
